error,tidy_url
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1562 milliseconds with 0 bytes received
",http://cultural-intertexts.webnode.com/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",https://culturalscience.org/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL read: error:00000000:lib(0):func(0):reason(0), errno 104
",https://academic.oup.com/cdn
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1771 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/cipms
"Error in curl::curl_fetch_memory(url, handle = handle): SSL read: error:00000000:lib(0):func(0):reason(0), errno 104
",https://academic.oup.com/cz
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1843 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/cait
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2182 milliseconds with 0 bytes received
",http://www.agriculturejournals.cz/web/cjas.htm
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2804 milliseconds with 0 bytes received
",http://www.agriculturejournals.cz/web/cjgpb.htm
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.degruyter.com/view/j/cjot
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://skhid.kubg.edu.ua/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1540 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/danb
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 18184 bytes received
",http://redalyc.org:9081/revista.oa?id=669
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://datascience.codata.org/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL read: error:00000000:lib(0):func(0):reason(0), errno 104
",https://academic.oup.com/database
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1952 milliseconds with 10512 bytes received
",http://ejournal.unida.gontor.ac.id/index.php/dauliyah
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",https://www.de-zeventiende-eeuw.nl/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1874 milliseconds with 2881 bytes received
",http://e-journal.unair.ac.id/index.php/mkg/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://jurnal.unsyiah.ac.id/depik
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://ojs.uph.edu/index.php/djm
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2214 milliseconds with 4894 bytes received
",http://fe.ummetro.ac.id/ejournal/index.php/jm
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://revistas.urosario.edu.co/index.php/desafios/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",https://www.revistas.unijui.edu.br/index.php/desenvolvimentoemquestao/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Connection timed out after 3001 milliseconds
",https://revistas.ufrj.br/index.php/desidades/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://www.designsforlearning.nu/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2415 milliseconds with 0 bytes received
",http://detinf.elpub.ru/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://periodicos.uern.br/index.php/dialogodasletras/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2643 milliseconds with 0 bytes received
",http://revistas.ucr.ac.cr/index.php/dialogos/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2921 milliseconds with 12886 out of 21895 bytes received
",http://journal.chinaaet.com/en
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1513 milliseconds with 0 bytes received
",http://digithum.uoc.edu
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Connection timed out after 3001 milliseconds
",https://revistas.ufrj.br/index.php/dilemas/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://dimensi.petra.ac.id
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2193 milliseconds with 0 bytes received
",http://journal.unnes.ac.id/nju/index.php/dp
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.jur.puc-rio.br/revistades/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2900 milliseconds with 0 bytes received
",http://www.dirittocivilecontemporaneo.com
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1146 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/dcse
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1949 milliseconds with 0 bytes received
",https://www.degruyter.com/view/j/dmgaa
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2257 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/dmgt
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://revistas.urosario.edu.co/index.php/disertaciones/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://www.diversite.eu/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://revistadivulgatio.web.unq.edu.ar/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL read: error:00000000:lib(0):func(0):reason(0), errno 104
",https://academic.oup.com/dnaresearch
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1671 milliseconds with 0 bytes received
",http://www.drugsincontext.com
"Error in curl::curl_fetch_memory(url, handle = handle): Could not resolve host: revistaduazary.unimagdalena.edu.co
",http://revistaduazary.unimagdalena.edu.co/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2672 milliseconds with 0 bytes received
",http://www.e3s-conferences.org/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2762 milliseconds with 0 bytes received
",http://eai.eu/transaction/context-aware-systems-and-applications
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2762 milliseconds with 0 bytes received
",http://eai.eu/transaction/creative-technologies
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2762 milliseconds with 0 bytes received
",http://eai.eu/transaction/e-learning
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2919 milliseconds with 0 bytes received
",http://eudl.eu/journal/sis
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2760 milliseconds with 0 bytes received
",http://eai.eu/transaction/security-and-safety
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2762 milliseconds with 0 bytes received
",http://eai.eu/transaction/serious-games
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2762 milliseconds with 0 bytes received
",http://eai.eu/transaction/wireless-spectrum
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: SSL connection timeout
",https://www.emlc-journal.org/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2184 milliseconds with 63441 bytes received
",http://agupubs.onlinelibrary.wiley.com/agu/journal/10.1002/(issn)2333-5084/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",https://www.zibelinepub.com/index.php/earth-sciences-malaysia-esmy/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 0 milliseconds with 0 out of 0 bytes received
",https://www.zibelinepub.com/index.php/earth-sciences-pakistan/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2862 milliseconds with 0 bytes received
",http://onlinelibrary.wiley.com/journal/10.1002/(issn)2328-4277
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://publicacoes.fatea.br/index.php/eccom/index
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.echorespract.com/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://www.ecoforumjournal.ro/index.php/eco/index
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://est.cmq.edu.mx/index.php/est/index
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://journal.uii.ac.id/index.php/jep
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 981 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/eoik
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2363 milliseconds with 0 bytes received
",https://www.degruyter.com/view/j/eb
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2334 milliseconds with 0 bytes received
",https://www.degruyter.com/view/j/emj
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 14195 bytes received
",http://journal.unj.ac.id/unj/index.php/econosains
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://ojs.unud.ac.id/index.php/ecotrophic
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",https://www.metodista.br/revistas/revistas-ims/index.php/el
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://revista.uemg.br/index.php/educacaoemfoco
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 2597 bytes received
",http://ppct.caicyt.gov.ar/index.php/efi
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://journals.mindamas.com/index.php/educare
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2152 milliseconds with 0 bytes received
",http://revistas.usal.es/index.php/revistatesi/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2472 milliseconds with 0 bytes received
",http://journal.unnes.ac.id/sju/index.php/eduman
"Error in curl::curl_fetch_memory(url, handle = handle): Failed to connect to jurnal.untirta.ac.id port 443: Connection refused
",https://jurnal.untirta.ac.id/index.php/educhemia
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",https://journal.unnes.ac.id/nju/index.php/edukasi
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://ejournal.upi.edu/index.php/edulib/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 25363 bytes received
",http://journal.uinjkt.ac.id/index.php/edusains
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2493 milliseconds with 0 bytes received
",http://edusol.cug.co.cu
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://ejournal.upi.edu/index.php/edutech/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://ebad-jesr.com/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://ojs.unud.ac.id/index.php/ecs
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://ojs.unud.ac.id/index.php/eol
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://ojs.unud.ac.id/index.php/eot
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://ojs.unud.ac.id/index.php/akuntansi
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://ojs.unud.ac.id/index.php/kajian
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://ojs.unud.ac.id/index.php/manajemen
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://ojs.unud.ac.id/index.php/mtk
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://ojs.unud.ac.id/index.php/eum
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1822 milliseconds with 0 bytes received
",http://journal.unnes.ac.id/sju/index.php/peshr
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1071 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/eko
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2198 milliseconds with 11973 out of 13551 bytes received
",http://ecna.elpub.ru/jour
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://www.efos.unios.hr/ekonomski-vjesnik/general-outline/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://jurnal.uii.ac.id/index.php/eksakta
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Connection timed out after 3000 milliseconds
",http://jurnal.batan.go.id/index.php/eksplorium
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 12844 bytes received
",http://ejournal.uin-malang.ac.id/index.php/infopub
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 0 milliseconds with 0 out of 0 bytes received
",http://revues.univ-ouargla.dz/index.php/acceill/revue-el-bahith
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://eie.khpi.edu.ua/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.degruyter.com/view/j/ecce
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2302 milliseconds with 0 bytes received
",http://www.ejimel.uzh.ch
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2192 milliseconds with 10 out of 3556 bytes received
",http://journal.unnes.ac.id/sju/index.php/elt
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.e-publicacoes.uerj.br/index.php/revistaempauta
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 879 milliseconds with 0 bytes received
",http://www.emquestao.ufrgs.br
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://journals.sbmu.ac.ir/emergency
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 626 milliseconds with 0 bytes received
",http://emitter.pens.ac.id
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2 milliseconds with 0 out of 0 bytes received
",http://ejournal-s1.undip.ac.id/index.php/empati
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",https://periodicos.ufsc.br/index.php/eb
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.endocrineconnections.com/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1421 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/enr
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2000 milliseconds with 0 bytes received
",http://serg.endojournals.ru/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 104557 bytes received
",https://onlinelibrary.wiley.com/journal/23989238
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",https://www.edmcasereports.com/
"Error in curl::curl_fetch_memory(url, handle = handle): Could not resolve host: enfermeriainvestiga.uta.edu.ec
",https://enfermeriainvestiga.uta.edu.ec/index.php/enfermeria/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",https://www.zibelinepub.com/index.php/engineering-heritage-journal-gwk/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2052 milliseconds with 0 bytes received
",https://www.degruyter.com/view/j/emj
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://jurnal.unmer.ac.id/index.php/enjourme
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://www.produccioncientifica.luz.edu.ve/index.php/enlace
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://revistas.usal.es/index.php/0212-5374/issue/archive
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://www.entrepalavras.ufc.br/revista/index.php/revista
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1261 milliseconds with 0 bytes received
",http://www.eber.uek.krakow.pl/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 704 milliseconds with 0 bytes received
",https://www.zibelinepub.com/index.php/environment-ecosystem-science-ees/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1008 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/environ
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.degruyter.com/view/j/rtuect
"Error in curl::curl_fetch_memory(url, handle = handle): SSL read: error:00000000:lib(0):func(0):reason(0), errno 104
",https://academic.oup.com/eep
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1138 milliseconds with 0 bytes received
",http://www.e-eht.org/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 6409 bytes received
",http://ehemj.com/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL read: error:00000000:lib(0):func(0):reason(0), errno 104
",https://read.dukeupress.edu/environmental-humanities
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.degruyter.com/view/j/oszn
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2548 milliseconds with 0 bytes received
",http://erl.iop.org
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2022 milliseconds with 69550 bytes received
",http://www.e-epih.org/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://journals.sagepub.com/home/gae
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2794 milliseconds with 71594 bytes received
",http://onlinelibrary.wiley.com/journal/10.1002/(issn)2470-9239
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2612 milliseconds with 0 bytes received
",http://www.epj-conferences.org/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1382 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/ergo
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 888 milliseconds with 0 bytes received
",http://esculapio.pk
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 28463 bytes received
",http://journal.uinjkt.ac.id/index.php/esensi/index
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",https://portalrevistas.ucb.br/index.php/esf/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Connection timed out after 3001 milliseconds
",https://revistas.ufrj.br/index.php/espacoaberto
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2251 milliseconds with 0 bytes received
",http://www.usp.br/estetica
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.ucuenca.edu.ec/ojs/index.php/estoa/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",https://www.metodista.br/revistas/revistas-ims/index.php/er
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2384 milliseconds with 0 bytes received
",http://www.portalseer.ufba.br/index.php/estudos/index
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",https://www.degruyter.com/view/j/ebce
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.degruyter.com/view/j/eas
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1435 milliseconds with 0 bytes received
",http://www.ethnoscientia.com
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 25418 bytes received
",http://journal.uinjkt.ac.id/index.php/etikonomi
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1681 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/eual
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",https://econeurasia.com
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://www.embj.org/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://www.ecmjournal.org/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1271 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/euco
"Error in curl::curl_fetch_memory(url, handle = handle): SSL read: error:00000000:lib(0):func(0):reason(0), errno 104
",https://academic.oup.com/ehjcr
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",https://www.ejobsat.cz/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.degruyter.com/view/j/eje
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.ejh.it/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2574 milliseconds with 2713 bytes received
",http://journals.sagepub.com/home/eji
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",https://www.ejmcm.com/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2827 milliseconds with 0 bytes received
",http://www.thieme.com/books-main/orthopaedic-surgery/product/3931-european-journal-of-pediatric-surgery-reports
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2542 milliseconds with 16621 bytes received
",http://journals.copmadrid.org/ejpalc/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://pagepressjournals.org/index.php/bam
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2404 milliseconds with 0 bytes received
",http://emjreviews.com/therapeutic-area/cardiology/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2606 milliseconds with 0 bytes received
",http://emjreviews.com/therapeutic-area/diabetes/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2495 milliseconds with 0 bytes received
",http://emjreviews.com/therapeutic-area/gastroenterology/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2604 milliseconds with 0 bytes received
",http://emjreviews.com/therapeutic-area/hematology/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2589 milliseconds with 0 bytes received
",http://emjreviews.com/therapeutic-area/hepatology/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2712 milliseconds with 0 bytes received
",http://emjreviews.com/therapeutic-area/neurology/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2711 milliseconds with 0 bytes received
",http://emjreviews.com/therapeutic-area/oncology/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2712 milliseconds with 0 bytes received
",http://emjreviews.com/therapeutic-area/reproductive-health/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2708 milliseconds with 0 bytes received
",http://emjreviews.com/therapeutic-area/respiratory/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2711 milliseconds with 0 bytes received
",http://emjreviews.com/therapeutic-area/urology/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1966 milliseconds with 0 bytes received
",https://www.degruyter.com/view/j/afpuc
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.degruyter.com/view/j/eras
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2297 milliseconds with 0 bytes received
",http://www.erlacs.org
"Error in curl::curl_fetch_memory(url, handle = handle): SSL read: error:00000000:lib(0):func(0):reason(0), errno 104
",https://academic.oup.com/emph
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",https://www.degruyter.com/view/j/exell
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://www.eqoljournal.com
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 152 milliseconds with 0 bytes received
",http://www.explorations.uni.opole.pl
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",https://ejournal.staifas.ac.id/index.php/falasifa/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://fmch-journal.org/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://www.aulamedica.es/gdcr/index.php/fh/issue/current
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1369 milliseconds with 0 bytes received
",http://www.pharmpharm.ru/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2815 milliseconds with 9325 out of 9518 bytes received
",http://ijer.atu.ac.ir/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2113 milliseconds with 5053 out of 6260 bytes received
",http://qpss.atu.ac.ir/
